word	shaw	ipa	pos	var	confidence
-spirone	𐑕𐑐𐑲𐑮𐑴𐑯	ˈspaɪˌroʊn	UNC	RGAM	high
-spirone	𐑕𐑐𐑳𐑦𐑮𐑴𐑯	spʌɪrəʊn	UNC	RSSB	high
-spo	-𐑕𐑐𐑴	-spəʊ	UNC	RSSB	high
-stat	𐑕𐑑𐑨𐑑	stat	UNC	RSSB	high
-steine	𐑕𐑑𐑩𐑦𐑯	stəˌin	UNC	RGAM	high
-steine	𐑕𐑑𐑱𐑯	steɪn	UNC	RSSB	high
-sterone	𐑕𐑑𐑼𐑴𐑯	stərəʊn	UNC	RSSB	high
-stodon	-𐑕𐑑𐑩𐑛𐑪𐑯	-stədɒn	UNC	RSSB	high
-taph	𐑑𐑪𐑓	ˈtɒf	UNC	RGAM	high
-taph	𐑑𐑭𐑓	ˈtɑːf	UNC	RSSB	high
-taxel	𐑑𐑨𐑒𐑕𐑧𐑤	ˈtaksel	UNC	RSSB	high
-taxel	𐑑𐑨𐑒𐑕𐑩𐑤	ˈtæksəl	UNC	RGAM	high
-tegravir	𐑑𐑧𐑜𐑮𐑩𐑝𐑦𐑮	ˈteɡrəˌvɪr	UNC	RGAM	high
-tegravir	𐑑𐑧𐑜𐑮𐑩𐑝𐑽	teɡrəvɪəR	UNC	RSSB	high
-teplase	𐑑𐑩𐑐𐑤𐑱𐑕	təˌpleɪs	UNC	RGAM	high
-teplase	𐑑𐑩𐑐𐑤𐑱𐑟	təpleɪz	UNC	RSSB	high
-terenol	𐑑𐑧𐑮𐑩𐑯𐑷𐑤	ˈterəˌnɔːl	UNC	RGAM	high
-terenol	𐑑𐑼𐑦𐑯𐑷𐑤	təˈriˌnɔːl	UNC	RGAM	high
-terenol	𐑑𐑼𐑰𐑯𐑪𐑤	təriːnɒl	UNC	RSSB	high
-terol	𐑑𐑼𐑪𐑤	tərɒl	UNC	RSSB	high
-terol	𐑑𐑼𐑷𐑤	təˌrɔːl	UNC	RGAM	high
-terone	𐑑𐑼𐑴𐑯	tərəʊn	UNC	RSSB	high
-thiazide	𐑔𐑲𐑩𐑟𐑲𐑛	ˈθaɪəˌzaɪd	UNC	RGAM	high
-thiazide	𐑔𐑳𐑾𐑟𐑳𐑦𐑛	ˈθʌɪəzʌɪd	UNC	RSSB	high
-thiouracil	𐑔𐑲𐑴𐑘𐑫𐑮𐑩𐑕𐑦𐑤	ˌθaɪoʊˈjʊrəˌsɪl	UNC	RGAM	high
-thiouracil	𐑔𐑳𐑾𐑫𐑘𐑩𐑼𐑼𐑕𐑦𐑤	θʌɪəʊjəərəRsɪl	UNC	RSSB	high
-tizide	𐑑𐑦𐑟𐑳𐑦𐑛	tɪzʌɪd	UNC	RSSB	high
-tizide	𐑑𐑩𐑟𐑲𐑛	təˌzaɪd	UNC	RGAM	high
-toin	𐑑𐑴𐑦𐑯	təʊɪn	UNC	RSSB	high
-tok	-𐑑𐑪𐑒	-ˌtɒk	UNC	RSSB	high
-trices	𐑑𐑮𐑦𐑕𐑰𐑟	trɪsiːz	UNC	RSSB	high
-trop-	𐑑𐑮𐑩𐑐	trəp	UNC	RGAM	high
-trop-	𐑑𐑮𐑴𐑐	trəʊp	UNC	RSSB	high
-tropin	𐑑𐑮𐑴𐑐𐑦𐑯	trəʊpɪn	UNC	RSSB	high
-tropism	-𐑑𐑮𐑴𐑐𐑦𐑟𐑩𐑥	-trəʊpɪzəm	UNC	RSSB	high
-tuber	𐑑𐑫𐑚𐑼	ˈtubər	UNC	RGAM	high
-um	𐑩𐑥	əm	UNC	RSSB	high
-umab	𐑘𐑩𐑥𐑨𐑚	jəmæb	UNC	RSSB	high
-umab	𐑩𐑥𐑨𐑚	əmæb	UNC	RSSB	high
-ure	-𐑫𐑮	-ʊr	UNC	RGAM	high
-ure	-𐑫𐑼	-ʊəR	UNC	RSSB	high
-ure	-𐑼	-əR	UNC	RSSB	high
-uria	-𐑘𐑩𐑼𐑾	-jəərɪə	UNC	RSSB	high
-vaptan	𐑝𐑨𐑐𐑑𐑩𐑯	ˈvæptən	UNC	RGAM	high
-vastatin	𐑝𐑨𐑕𐑑𐑩𐑑𐑦𐑯	ˈvastətɪn	UNC	RSSB	high
-vastatin	𐑝𐑩𐑕𐑑𐑨𐑑𐑦𐑯	vəˈstatɪn	UNC	RSSB	high
-vastatin	𐑝𐑩𐑕𐑑𐑨𐑑𐑩𐑯	vəstætən	UNC	RGAM	high
-verine	𐑝𐑼𐑦𐑯	vəˌrin	UNC	RGAM	high
-verine	𐑝𐑼𐑰𐑯	vəriːn	UNC	RSSB	high
-verine	𐑝𐑼𐑳𐑦𐑯	vərʌɪn	UNC	RSSB	high
-verse	𐑝𐑼𐑕	vəRs	UNC	RGAM	high
-ville	𐑝𐑦𐑤	ˈvɪl	UNC	RGAM	high
-vir	𐑝𐑦𐑮	ˌvɪr	UNC	RGAM	high
-vir	𐑝𐑽	vɪəR	UNC	RSSB	high
-virine	𐑝𐑦𐑮𐑦𐑯	ˈvɪrˌin	UNC	RGAM	high
-virine	𐑝𐑽𐑰𐑯	vɪəriːn	UNC	RSSB	high
-viroc	𐑝𐑦𐑮𐑪𐑒	vɪrɒk	UNC	RSSB	high
-virsen	𐑝𐑦𐑮𐑕𐑩𐑯	ˈvɪrsən	UNC	RGAM	high
-virsen	𐑝𐑾𐑕𐑼𐑯	vɪəsəRn	UNC	RSSB	high
-vudine	𐑝𐑘𐑩𐑛𐑦𐑯	vjəˌdin	UNC	RGAM	high
-vudine	𐑝𐑘𐑩𐑛𐑰𐑯	vjədiːn	UNC	RSSB	high
-ward	𐑢𐑹𐑛	wɔːRd	UNC	RSSB	high
-ward	𐑢𐑼𐑛	wəRd	UNC	RSSB	high
-wards	𐑢𐑹𐑛𐑟	wɔːRdz	UNC	RSSB	high
-wards	𐑢𐑼𐑛𐑟	wəRdz	UNC	RSSB	high
-xeny	-𐑒𐑕𐑦𐑯𐑦	-ksɪnɪ	UNC	RSSB	high
-xeny	-𐑒𐑕𐑩𐑯𐑦	-ksəni	UNC	RGAM	high
-zumab	𐑟𐑘𐑩𐑥𐑨𐑚	zjəmab	UNC	RSSB	high
-zumab	𐑟𐑩𐑥𐑨𐑚	zəˌmæb	UNC	RGAM	high
-zumab	𐑟𐑫𐑥𐑨𐑚	zʊˌmæb	UNC	RGAM	high
.com	𐑛𐑪𐑑𐑒𐑪𐑥	dɒtkɒm	NN1	RSSB	high
/tttt/	𐑑𐑦𐑑𐑦𐑑𐑦𐑑𐑦	ˌtiˌtiˌtiˈti	NP0	RGAM	high
/tttt/	𐑑𐑰𐑑𐑰𐑑𐑰𐑑𐑰	ˌtiːˌtiːˌtiːˈtiː	NP0	RSSB	high
a bene placito	𐑪 𐑚𐑧𐑯𐑦 𐑐𐑤𐑪𐑗𐑩𐑑𐑴	ɒ ˈbeni ˈplɒtʃəˌtoʊ	AV0	RGAM	high
a cappella	𐑨𐑒𐑨𐑐𐑧𐑤𐑩	ˌækæˈpelə	NN1	RSSB	high
a cappella	𐑨𐑒𐑩𐑐𐑧𐑤𐑩	ˌækəˈpelə	NN1	RSSB	high
a cappella	𐑪 𐑒𐑩𐑐𐑧𐑤𐑩	ˌɒ kəˈpelə	NN1	RGAM	high
a capriccio	𐑪 𐑒𐑪𐑐𐑮𐑦𐑑𐑗𐑴	ɒ kɒˈprittʃoʊ	AV0	RGAM	high
a closed mouth gathers no feet	𐑩 𐑒𐑤𐑴𐑟𐑛 𐑥𐑬𐑔 𐑜𐑨𐑞𐑼𐑟 𐑯𐑴 𐑓𐑰𐑑	ə kləʊzd maʊθ ɡæðəRz nəʊ fiːt	UNC	RSSB	high
a coruña	𐑪 𐑒𐑼𐑫𐑯𐑘𐑩	ˌɒ kəˈrunjə	NP0	RGAM	high
a day after the fair	𐑩 𐑛𐑱 𐑨𐑓𐑑𐑼 𐑞𐑩 𐑓𐑺	ə ˈdeɪ ˌæftəR ðə ˈfeəR	AV0	RGAM	high
a day after the fair	𐑼 𐑛𐑱 𐑭𐑓𐑑𐑼 𐑞𐑼 𐑓𐑺	əR deɪ ɑːftəR ðəR feəR	AV0	RSSB	high
a for effort	𐑱 𐑓𐑼 𐑧𐑓𐑼𐑑	ˈeɪ fər ˈefəRt	UNC	RGAM	high
a friend in need is a friend indeed	𐑩 𐑓𐑮𐑧𐑯𐑛 𐑦𐑯 𐑯𐑰𐑛 𐑦𐑟 𐑩 𐑓𐑮𐑧𐑯𐑛 𐑦𐑯𐑛𐑰𐑛	ə frend ɪn niːd ɪz ə frend ɪndiːd	UNC	RSSB	high
a friend in need is a friend indeed	𐑩 𐑓𐑮𐑧𐑯𐑛 𐑩𐑯 𐑯𐑦𐑛 𐑦𐑟 𐑩 𐑓𐑮𐑧𐑯𐑛 𐑦𐑯𐑛𐑦𐑛	ə ˌfrend ən ˈnid ɪz ə ˌfrend ɪnˈdid	UNC	RGAM	high
a la	𐑨 𐑤𐑨	æ læ	PRP	RSSB	high
a la	𐑪 𐑤𐑪	ɒ lɒ	PRP	RGAM	high
a la minute	𐑪𐑤𐑩𐑥𐑦𐑯𐑫𐑑	ˌɒləmiˈnut	AJ0	RGAM	high
a little bird told me	𐑩 𐑤𐑦𐑑𐑩𐑤 𐑚𐑻𐑛 𐑑𐑴𐑤𐑛 𐑥𐑰	ə lɪtəl bɜːRd təʊld miː	UNC	RSSB	high
a little bit of bread and no cheese	𐑩 𐑤𐑦𐑑𐑩𐑤 𐑚𐑦𐑑𐑩𐑝 𐑚𐑮𐑧𐑛𐑩𐑯 𐑯𐑴 𐑗𐑦𐑟	ə ˈlɪtəl ˈbɪtəv ˈbredən noʊ ˈtʃiz	ITJ	RGAM	high
a little bit of bread and no cheese	𐑩 𐑤𐑦𐑑𐑩𐑤 𐑚𐑦𐑑𐑩𐑝 𐑚𐑮𐑧𐑛𐑩𐑯 𐑯𐑴 𐑗𐑰𐑟	ə lɪtəl bɪtəv bredən nəʊ tʃiːz	ITJ	RSSB	high
a lottle	𐑩 𐑤𐑪𐑑𐑩𐑤	ə ˈlɒtəl	AV0	RGAM	high
a quo	𐑪𐑒𐑢𐑴	ɒˈkwoʊ	AV0	RGAM	high
a quo	𐑭𐑒𐑢𐑴	ɑːˈkwəʊ	AV0	RSSB	high
a quo	𐑱𐑒𐑢𐑴	eɪˈkwəʊ	AV0	RSSB	high
a rolling stone gathers no moss	𐑩 𐑮𐑪𐑤𐑦𐑙 𐑕𐑑𐑴𐑯 𐑜𐑨𐑞𐑼𐑟 𐑯𐑴 𐑥𐑷𐑕	ə ˈrolɪŋ stoʊn ˈɡæðərz noʊ mɔːs	UNC	RGAM	high
a tergo	𐑪𐑑𐑧𐑮 𐑜𐑴	ɒˈter ɡoʊ	AV0	RGAM	high
a ton	𐑩 𐑑𐑪𐑯	ə ˈtɒn	AV0	RSSB	high
a whole nother	𐑩 𐑣𐑴𐑤 𐑯𐑳𐑞𐑼	ə ˈhoʊl ˌnʌðər	DT0	RGAM	high
a whole nother	𐑼 𐑣𐑴𐑤 𐑯𐑳𐑞𐑼	əR həʊl nʌðəR	DT0	RSSB	high
a woman needs a man like a fish needs a bicycle	𐑩 𐑢𐑫𐑥𐑩𐑯 𐑯𐑦𐑛𐑟 𐑩 𐑥𐑨𐑯 𐑤𐑲𐑒 𐑩 𐑓𐑦𐑖 𐑯𐑦𐑛𐑟 𐑩 𐑚𐑲𐑕𐑦𐑒𐑩𐑤	ə ˈwʊmən ˌnidz ə ˈmæn laɪk ə ˈfɪʃ ˌnidz ə ˈbaɪˌsɪkəl	UNC	RGAM	high
a woman needs a man like a fish needs a bicycle	𐑩 𐑢𐑫𐑥𐑩𐑯 𐑯𐑰𐑛𐑟 𐑩 𐑥𐑨𐑯 𐑤𐑲𐑒 𐑩 𐑓𐑦𐑖 𐑯𐑰𐑛𐑟 𐑩 𐑚𐑲𐑕𐑦𐑒𐑩𐑤	ə ˈwʊmən ˌniːdz ə ˈmæn laɪk ə ˈfɪʃ ˌniːdz ə ˈbaɪsɪkəl	UNC	RSSB	high
a woman without a man is like a fish without a bicycle	𐑩 𐑢𐑫𐑥𐑩𐑯 𐑢𐑦𐑞𐑬𐑑 𐑩 𐑥𐑨𐑯 𐑦𐑟 𐑤𐑲𐑒 𐑩 𐑓𐑦𐑖 𐑢𐑦𐑞𐑬𐑑 𐑩 𐑚𐑲𐑕𐑦𐑒𐑩𐑤	ə ˈwʊmən wɪðˌaʊt ə ˈmæn ɪz laɪk ə ˈfɪʃ wɪðˌaʊt ə ˈbaɪsɪkəl	UNC	RSSB	high
a-burton	𐑩𐑚𐑻𐑑𐑩𐑯	əˈbɜːRtən	AV0	RGAM	high
a-double-s	𐑱 𐑛𐑳𐑚𐑩𐑤 𐑧𐑕	ˌeɪ ˌdʌbəl ˈes	NN1	RGAM	high
a-hole	𐑱𐑣𐑴𐑤	ˈeɪhəʊl	NN1	RSSB	high
a-list	𐑱𐑤𐑦𐑕𐑑	ˈeɪlɪst	NN1	RSSB	high
a-lister	𐑱 𐑤𐑦𐑕𐑑𐑼	eɪ lɪstəR	NN1	RGAM	high
a-okay	𐑱𐑴𐑒𐑱	ˌeɪəʊˈkeɪ	AJ0	RSSB	high
aabenraa	𐑪𐑚𐑩𐑯𐑮𐑪	ˈɒbənˌrɒ	NP0	RGAM	high
aabenraa	𐑷𐑚𐑩𐑯𐑮𐑷	ɔːbənrɔː	NP0	RSSB	high
aabomycin	𐑨𐑚𐑴𐑥𐑲𐑕𐑦𐑯	ˌæbəʊˈmaɪsɪn	NN1	RSSB	high
aacom	𐑱𐑒𐑪𐑥	ˈeɪkɒm	NP0	RSSB	high
aalborg	𐑪𐑤𐑚𐑹𐑜	ˈɒlˌbɔːRɡ	NP0	RGAM	high
aalborg	𐑷𐑤𐑚𐑹𐑜	ˈɔːlˌbɔːRɡ	NP0	RGAM	high
aalborg	𐑸𐑤𐑚𐑹𐑜	ɑːRlbɔːRɡ	NP0	RSSB	high
aald	𐑭𐑤𐑛	ɑːld	AJ0	RSSB	high
aalii	𐑪𐑤𐑦𐑦	ɒˈliˌi	NN1	RGAM	high
aalii	𐑭𐑤𐑰𐑰	ɑːˈliːiː	NN1	RSSB	high
aalst	𐑪𐑤𐑕𐑑	ɒlst	NP0	RGAM	high
aalst	𐑭𐑤𐑕𐑑	ɑːlst	NP0	RSSB	high
aam	𐑪𐑥	ɒm	NN1	RGAM	high
aam	𐑭𐑥	ɑːm	NN1	RSSB	high
aam	𐑷𐑥	ɔːm	NN1	RSSB	high
aandblom	𐑪𐑯𐑑𐑚𐑤𐑪𐑥	ˈɒntblɒm	NN1	RGAM	high
aandblom	𐑭𐑯𐑑𐑚𐑤𐑪𐑥	ˈɑːntblɒm	NN1	RSSB	high
aar	𐑸	ɑːR	NP0	RGAM	high
aardwolf	𐑸𐑛𐑢𐑫𐑤𐑓	ɑːRdwʊlf	NN1	RSSB	high
aardwolfs	𐑸𐑛𐑢𐑫𐑤𐑓𐑕	ɑːRdwʊlfs	NN1	RSSB	high
aardwolves	𐑸𐑛𐑢𐑫𐑤𐑝𐑟	ɑːRdwʊlvz	NN1	RSSB	high
aare	𐑸𐑩	ˈɑːRə	NP0	RGAM	high
aare	𐑸𐑼	ɑːrəR	NP0	RSSB	high
aargau	𐑸𐑜𐑬	ɑːRɡaʊ	NP0	RSSB	high
aaron	𐑨𐑮𐑩𐑯	ˈærən	NP0	RGAM	high
aaron	𐑨𐑮𐑼𐑯	ærəRn	NP0	RSSB	high
aaron	𐑺𐑩𐑯	ˈeərən	NP0	RGAM	high
aaron	𐑺𐑼𐑯	eərəRn	NP0	RSSB	high
aaron's beard	𐑧𐑮𐑩𐑯𐑟 𐑚𐑦𐑮𐑛	ˈerənz bɪrd	NN1	RGAM	high
aaron's beard	𐑨𐑮𐑩𐑯𐑟 𐑚𐑦𐑮𐑛	ˈærənz bɪrd	NN1	RGAM	high
aaron's beard	𐑨𐑮𐑼𐑯𐑟 𐑚𐑽𐑛	ærəRnz bɪəRd	NN1	RSSB	high
aaron's beard	𐑺𐑼𐑯𐑟 𐑚𐑽𐑛	eərəRnz bɪəRd	NN1	RSSB	high
aaron's rod	𐑧𐑮𐑩𐑯𐑟 𐑮𐑪𐑛	ˈerənz rɒd	NN1	RGAM	high
aaron's rod	𐑺𐑼𐑯𐑟 𐑮𐑪𐑛	eərəRnz rɒd	NN1	RSSB	high
aaronic	𐑧𐑮𐑪𐑯𐑦𐑒	eˈrɒnɪk	AJ0	RGAM	high
aaronic	𐑨𐑮𐑪𐑯𐑦𐑒	ærɒnɪk	AJ0	RSSB	high
aaronic	𐑻𐑪𐑯𐑦𐑒	ɜːrɒnɪk	AJ0	RSSB	high
aaronical	𐑧𐑮𐑪𐑯𐑦𐑒𐑩𐑤	erɒˈnɪkəl	AJ0	RGAM	high
aaronical	𐑨𐑮𐑪𐑯𐑦𐑒𐑩𐑤	ærɒˈnɪkəl	AJ0	RGAM	high
aaronite	𐑧𐑮𐑩𐑯𐑲𐑑	ˈerəˌnaɪt	NN1	RGAM	high
aaronite	𐑨𐑮𐑩𐑯𐑲𐑑	ˈærəˌnaɪt	NN1	RGAM	high
aaronite	𐑺𐑼𐑯𐑲𐑑	eərəRnaɪt	NN1	RSSB	high
aarp	𐑱 𐑱 𐑸 𐑐𐑦	eɪ eɪ ɑːR ˈpi	NP0	RGAM	high
aarp	𐑱 𐑱 𐑸 𐑐𐑰	eɪ eɪ ɑːR piː	NP0	RSSB	high
aasvoel	𐑪𐑕𐑓𐑴𐑩𐑤	ˈɒsˌfoʊəl	NN1	RGAM	high
aasvogel	𐑪𐑕𐑓𐑴𐑜𐑩𐑤	ˈɒsˌfoʊɡəl	NN1	RGAM	high
aasvogel	𐑭𐑕𐑓𐑴𐑜𐑩𐑤	ˈɑːsˌfəʊɡəl	NN1	RSSB	high
ab	𐑨𐑚	æb	NP0	RGAM	high
ab	𐑪𐑚	ɒb	NP0	RGAM	high
ab absurdo	𐑨𐑚𐑨𐑚𐑕𐑻𐑛𐑴	ˌæˌbæbˈsɜːRˌdoʊ	AV0	RGAM	high
ab absurdo	𐑨𐑚𐑨𐑚𐑟𐑻𐑛𐑴	ˌæˌbæbˈzɜːRˌdoʊ	AV0	RGAM	high
ab absurdo	𐑨𐑚𐑩𐑚𐑕𐑻𐑛𐑴	ˌæbəbˈsɜːRˌdoʊ	AV0	RGAM	high
ab aeterno	𐑨𐑚 𐑦𐑑𐑼𐑯𐑴	ˌæb iˈtəRnoʊ	AV0	RGAM	high
ab aeterno	𐑪𐑚 𐑲𐑑𐑼𐑯𐑴	ˌɒb ˌaɪˈtəRnoʊ	AV0	RGAM	high
ab inconvenienti	𐑨𐑚𐑦𐑯𐑒𐑩𐑯𐑝𐑦𐑯𐑦𐑧𐑯𐑑𐑦	ˌæbɪnkənˌviniˈenti	AV0	RGAM	high
ab inconvenienti	𐑨𐑚𐑦𐑯𐑒𐑩𐑯𐑝𐑦𐑯𐑦𐑧𐑯𐑑𐑲	ˌæbɪnkənˌviniˈentaɪ	AV0	RGAM	high
ab origine	𐑨𐑚 𐑼𐑦𐑡𐑦𐑯𐑦	æb əˈrɪdʒɪni	AJ0	RGAM	high
ab origine	𐑨𐑚 𐑼𐑦𐑡𐑩𐑯𐑦	æb əˈrɪdʒəni	AJ0	RGAM	high
ab ovo	𐑨𐑚𐑴𐑝𐑴	æˈboʊˌvoʊ	AV0	RGAM	high
ab utili	𐑨𐑚 𐑘𐑫𐑑𐑩𐑤𐑦	æb ˈjutəli	AV0	RGAM	high
aba	𐑨𐑚𐑩	ˈæbə	NN1	RGAM	high
aba	𐑩𐑚𐑪	əˈbɒ	NN1	RGAM	high
aba	𐑩𐑚𐑭	əˈbɑː	NN1	RSSB	high
ababda	𐑩𐑚𐑨𐑚𐑛𐑩	əˈbæbdə	NN1	RGAM	high
ababdeh	𐑩𐑚𐑨𐑚𐑛𐑧	əˈbæbde	NN1	RGAM	high
abaca	𐑨𐑚𐑩𐑒𐑩	ˈæbəˌkə	NN1	RSSB	high
abaca	𐑨𐑚𐑩𐑒𐑪	ˈæbəˌkɒ	NN1	RGAM	high
abaca	𐑨𐑚𐑩𐑒𐑭	ˈæbəˌkɑː	NN1	RSSB	high
abacate	𐑨𐑚𐑩𐑒𐑪𐑑𐑦	ˌæbəˈkɒti	NN1	RGAM	high
abacavir	𐑩𐑚𐑨𐑒𐑩𐑝𐑦𐑮	əˈbækəˌvɪr	NN1	RGAM	high
abacavir	𐑩𐑚𐑨𐑒𐑩𐑝𐑽	əbakəvɪəR	NN1	RSSB	high
abacaxi	𐑨𐑚𐑩𐑒𐑩𐑖𐑦	ˈæbəkəˌʃi	NN1	RGAM	high
abacinate	𐑩𐑚𐑨𐑕𐑦𐑯𐑱𐑑	əbˈæsɪneɪt	VVI	RSSB	high
abacisci	𐑨𐑚𐑩𐑒𐑦𐑕𐑒𐑦	ˌæbəˈkɪˌski	NN1	RGAM	high
abacisci	𐑨𐑚𐑩𐑒𐑦𐑕𐑒𐑲	ˌæbəˈkɪˌskaɪ	NN1	RGAM	high
abacisci	𐑨𐑚𐑩𐑕𐑦𐑕𐑲	ˌæbəˈsɪˌsaɪ	NN1	RGAM	high
abaciscus	𐑨𐑚𐑩𐑒𐑦𐑕𐑒𐑦𐑕	ˌæbəˈkɪskɪs	NN1	RGAM	high
abaciscus	𐑨𐑚𐑩𐑒𐑦𐑕𐑒𐑩𐑕	ˌæbəˈkɪskəs	NN1	RGAM	high
abaciscus	𐑨𐑚𐑩𐑕𐑦𐑕𐑒𐑦𐑕	ˌæbəˈsɪskɪs	NN1	RGAM	high
abaciscus	𐑨𐑚𐑩𐑕𐑦𐑕𐑒𐑩𐑕	ˌæbəˈsɪskəs	NN1	RGAM	high
abacist	𐑨𐑚𐑩𐑒𐑩𐑕𐑑	ˈæbəkəst	NN1	RGAM	high
abacist	𐑨𐑚𐑩𐑕𐑦𐑕𐑑	ˈæbəsɪst	NN1	RGAM	high
abacist	𐑨𐑚𐑩𐑕𐑩𐑕𐑑	ˈæbəsəst	NN1	RGAM	high
abacist	𐑩𐑚𐑨𐑒𐑩𐑕𐑑	əˈbækəst	NN1	RGAM	high
abacist	𐑩𐑚𐑪𐑒𐑩𐑕𐑑	əˈbɒkəst	NN1	RGAM	high
abackward	𐑩𐑚𐑨𐑒𐑢𐑼𐑛	əbækwəRd	AV0	RSSB	high
abacost	𐑨𐑚𐑩𐑒𐑪𐑕𐑑	ˈæbəkɒst	NN1	RSSB	high
abacterial	𐑱𐑚𐑨𐑒𐑑𐑽𐑦𐑩𐑤	ˌeɪbækˈtɪəriəl	AJ0	RGAM	high
abactinal	𐑨𐑚𐑨𐑒𐑑𐑩𐑯𐑩𐑤	æˈbæktənəl	AJ0	RGAM	high
abactinal	𐑨𐑚𐑨𐑒𐑑𐑲𐑯𐑩𐑤	ˌæˌbækˈtaɪnəl	AJ0	RGAM	high
abactinally	𐑨𐑚𐑨𐑒𐑑𐑩𐑯𐑩𐑤𐑦	æˈbæktənəli	AV0	RGAM	high
abactor	𐑨𐑚𐑨𐑒𐑑𐑼	ˈæˌbæktəR	NN1	RGAM	high
abaculi	𐑩𐑚𐑨𐑒𐑘𐑩𐑤𐑦	əˈbækjəˌli	NN1	RGAM	high
abaculi	𐑩𐑚𐑨𐑒𐑘𐑩𐑤𐑲	əˈbækjəˌlaɪ	NN1	RGAM	high
abaculus	𐑩𐑚𐑨𐑒𐑘𐑩𐑤𐑩𐑕	əˈbækjələs	NN1	RGAM	high
abadan	𐑨𐑚𐑩𐑛𐑨𐑯	ˌæbəˈdæn	NP0	RGAM	high
abadan	𐑪𐑚𐑩𐑛𐑪𐑯	ˌɒbəˈdɒn	NP0	RGAM	high
abadan	𐑪𐑚𐑪𐑛𐑪𐑯	ˌɒbɒˈdɒn	NP0	RGAM	high
abaddon	𐑩𐑚𐑨𐑛𐑩𐑯	əˈbædən	NP0	RGAM	high
abaht	𐑩𐑚𐑪𐑑	əˈbɒt	AV0	RGAM	high
abaht	𐑩𐑚𐑭𐑑	əˈbɑːt	AV0	RSSB	high
abaiser	𐑩𐑚𐑱𐑕𐑼	əˈbeɪsəR	NN1	RGAM	high
abaisse	𐑩𐑚𐑱𐑕	əˈbeɪs	NN1	RGAM	high
abaissé	𐑩𐑚𐑱𐑕𐑱	əˈbeɪˌseɪ	AJ0	RGAM	high
abakan	𐑪𐑚𐑩𐑒𐑪𐑯	ˌɒbəˈkɒn	NP0	RGAM	high
abalienate	𐑨𐑚𐑱𐑤𐑘𐑩𐑯𐑱𐑑	æbˈeɪljəˌneɪt	VVI	RGAM	high
abalienate	𐑨𐑚𐑱𐑤𐑦𐑩𐑯𐑱𐑑	æbˈeɪliəˌneɪt	VVI	RGAM	high
abalienation	𐑨𐑚𐑱𐑤𐑘𐑩𐑯𐑱𐑖𐑩𐑯	ˌæbˌeɪljəˈneɪʃən	NN1	RGAM	high
abalienation	𐑨𐑚𐑱𐑤𐑦𐑩𐑯𐑱𐑖𐑩𐑯	ˌæbˌeɪliəˈneɪʃən	NN1	RGAM	high
abalone	𐑨𐑚𐑩𐑤𐑴𐑯𐑦	æbəˈləʊni	NN1	RSSB	high
abamp	𐑨𐑚𐑨𐑥𐑐	ˈæbˌæmp	NN1	RGAM	high
abampere	𐑨𐑚𐑨𐑥𐑐𐑦𐑮	æˈbæmpɪr	NN1	RGAM	high
abampere	𐑨𐑚𐑨𐑥𐑐𐑽	æbæmpɪəR	NN1	RSSB	high
aband	𐑩𐑚𐑨𐑯𐑛	əˈbænd	VVI	RSSB	high
abandonedly	𐑩𐑚𐑨𐑯𐑛𐑩𐑯𐑩𐑛𐑤𐑦	əˈbændənədli	AV0	RSSB	high
abandonee	𐑩𐑚𐑨𐑯𐑛𐑩𐑯𐑦	əˈbændəˌni	NN1	RGAM	high
abandoner	𐑩𐑚𐑨𐑯𐑛𐑩𐑯𐑼	əˈbændənəR	NN1	RGAM	high
abandoner	𐑩𐑚𐑨𐑯𐑛𐑼𐑯𐑼	əbændəRnəR	NN1	RSSB	high
abanic	𐑩𐑚𐑨𐑯𐑦𐑒	əˈbænɪk	AJ0	RGAM	high
abapical	𐑨𐑚𐑨𐑐𐑦𐑒𐑤	aˈbapɪkl	AJ0	RSSB	high
abapical	𐑨𐑚𐑨𐑐𐑦𐑒𐑩𐑤	æˈbæpɪkəl	AJ0	RGAM	high
abaptiston	𐑨𐑚𐑨𐑐𐑑𐑦𐑕𐑑𐑪𐑯	ˌæbæpˈtɪstɒn	NN1	RGAM	high
abarognosis	𐑨𐑚𐑼𐑩𐑜𐑯𐑴𐑕𐑦𐑕	ˌæbərəɡˈnoʊsɪs	NN1	RGAM	high
abarognosis	𐑨𐑚𐑼𐑼𐑜𐑯𐑴𐑕𐑦𐑕	æbərəRɡnəʊsɪs	NN1	RSSB	high
abart	𐑼𐑚𐑸𐑑	əRbɑːRt	AV0	RSSB	high
abarthrosis	𐑨𐑚𐑸𐑔𐑮𐑴𐑕𐑦𐑕	ˌæbɑːRˈθroʊsɪs	NN1	RGAM	high
abarticulation	𐑨𐑚𐑸𐑑𐑦𐑒𐑘𐑩𐑤𐑱𐑖𐑩𐑯	æbɑːRˌtɪkjəˈleɪʃən	NN1	RGAM	high
abas	𐑩𐑚𐑪𐑕	əˈbɒs	NN1	RGAM	high
abasedly	𐑩𐑚𐑱𐑕𐑩𐑛𐑤𐑦	əˈbeɪsƏdli	AV0	RSSB	high
abaser	𐑩𐑚𐑱𐑕𐑼	əˈbeɪsəR	NN1	RGAM	high
abashedly	𐑩𐑚𐑨𐑖𐑩𐑛𐑤𐑦	əˈbæʃƏdli	AV0	RSSB	high
