word	our_shaw	our_ipa	var	confidence	readlex_shaw	readlex_ipa	notes
transparency	𐑑𐑮𐑨𐑯𐑕𐑐𐑨𐑮𐑼𐑯𐑕𐑦	trænspærəRnsi	RRP	89	𐑑𐑮𐑨𐑯𐑕𐑐𐑨𐑮𐑩𐑯𐑕𐑦	trænsˈpærənsi	shave_says:𐑑𐑮𐑨𐑯𐑕𐑐𐑨𐑮𐑩𐑯𐑕𐑦
transparent	𐑑𐑮𐑨𐑯𐑕𐑐𐑨𐑮𐑼𐑯𐑑	trænspærəRnt	RRP	89	𐑑𐑮𐑨𐑯𐑕𐑐𐑨𐑮𐑩𐑯𐑑	trænsˈpærənt	shave_says:𐑑𐑮𐑨𐑯𐑕𐑐𐑨𐑮𐑩𐑯𐑑
transplant	𐑑𐑮𐑭𐑯𐑟𐑐𐑤𐑭𐑯𐑑	trɑːnzplɑːnt	RRP	89	𐑑𐑮𐑨𐑯𐑕𐑐𐑤𐑨𐑯𐑑, 𐑑𐑮𐑨𐑯𐑕𐑐𐑤𐑭𐑯𐑑	ˈtrænsplⱭːnt	shave_says:𐑑𐑮𐑨𐑯𐑕𐑐𐑤𐑭𐑯𐑑
transport	𐑑𐑮𐑨𐑯𐑟𐑐𐑹𐑑	trænzpɔːRt	RRP	89	𐑑𐑮𐑨𐑯𐑕𐑐𐑹𐑑	ˈtrænspɔːRt	shave_says:𐑑𐑮𐑨𐑯𐑕𐑐𐑹𐑑
transportable	𐑑𐑮𐑨𐑯𐑕𐑐𐑹𐑑𐑼𐑚𐑤	trænspɔːRtəRbl	RRP	89	𐑑𐑮𐑨𐑯𐑕𐑐𐑹𐑑𐑩𐑚𐑩𐑤	trænˈspɔːRtəbəl	shave_says:𐑑𐑮𐑨𐑯𐑕𐑐𐑹𐑑𐑩𐑚𐑩𐑤
transpose	𐑑𐑮𐑨𐑯𐑟𐑐𐑴𐑟	trænzpəʊz	RRP	89	𐑑𐑮𐑨𐑯𐑕𐑐𐑴𐑟	trænˈspəʊz	shave_says:𐑑𐑮𐑨𐑯𐑕𐑐𐑴𐑟
transsexual	𐑑𐑮𐑨𐑯𐑕𐑧𐑒𐑖𐑫𐑩𐑤	trænsekʃuəl	RRP	89	𐑑𐑮𐑨𐑯𐑟𐑕𐑧𐑒𐑖𐑫𐑩𐑤	trænzˈsekʃuəl	shave_says:𐑑𐑮𐑨𐑯𐑟𐑕𐑧𐑒𐑖𐑫𐑩𐑤
trapezium	𐑑𐑮𐑩𐑐𐑰𐑟𐑦𐑩𐑥	trəpiːziəm	RRP	89	𐑑𐑮𐑩𐑐𐑰𐑟𐑾𐑥	trəˈpiːzɪəm	shave_says:𐑑𐑮𐑩𐑐𐑰𐑟𐑾𐑥
trapezoid	𐑑𐑮𐑨𐑐𐑩𐑟𐑶𐑛	træpəzɔɪd	RRP	89	𐑑𐑮𐑨𐑐𐑦𐑟𐑶𐑛	ˈtræpɪzɔɪd	shave_says:𐑑𐑮𐑨𐑐𐑦𐑟𐑶𐑛
traveling	𐑑𐑮𐑨𐑝𐑤𐑦𐑙	trævlɪŋ	RRP	89	𐑑𐑮𐑨𐑝𐑩𐑤𐑦𐑙	ˈtrævəlɪŋ	shave_says:𐑑𐑮𐑨𐑝𐑩𐑤𐑦𐑙
travelling	𐑑𐑮𐑨𐑝𐑤𐑦𐑙	trævlɪŋ	RRP	89	𐑑𐑮𐑨𐑝𐑩𐑤𐑦𐑙	ˈtrævəlɪŋ	shave_says:𐑑𐑮𐑨𐑝𐑩𐑤𐑦𐑙
travesty	𐑑𐑮𐑨𐑝𐑦𐑕𐑑𐑦	trævɪsti	RRP	89	𐑑𐑮𐑨𐑝𐑩𐑕𐑑𐑦	ˈtrævəsti	shave_says:𐑑𐑮𐑨𐑝𐑩𐑕𐑑𐑦
treacherous	𐑑𐑮𐑧𐑗𐑼𐑼𐑕	tretʃərəRs	RRP	89	𐑑𐑮𐑧𐑗𐑼𐑩𐑕	ˈtretʃərəs	shave_says:𐑑𐑮𐑧𐑗𐑼𐑩𐑕
tremulous	𐑑𐑮𐑧𐑥𐑘𐑫𐑤𐑩𐑕	tremjuləs	RRP	89	𐑑𐑮𐑧𐑥𐑘𐑩𐑤𐑩𐑕	ˈtremjələs	shave_says:𐑑𐑮𐑧𐑥𐑘𐑩𐑤𐑩𐑕
trenchant	𐑑𐑮𐑧𐑯𐑖𐑩𐑯𐑑	trenʃənt	RRP	89	𐑑𐑮𐑧𐑯𐑗𐑩𐑯𐑑	ˈtrentʃənt	shave_says:𐑑𐑮𐑧𐑯𐑗𐑩𐑯𐑑
trephine	𐑑𐑮𐑦𐑓𐑲𐑯	trɪfaɪn	RRP	89	𐑑𐑮𐑦𐑓𐑰𐑯	trɪˈfiːn	shave_says:𐑑𐑮𐑦𐑓𐑰𐑯
triangle	𐑑𐑮𐑲𐑩𐑙𐑜𐑩𐑤	traɪəŋɡəl	RRP	89	𐑑𐑮𐑲𐑨𐑙𐑜𐑩𐑤	ˈtraɪæŋɡəl	shave_says:𐑑𐑮𐑲𐑨𐑙𐑜𐑩𐑤
triangular	𐑑𐑮𐑲𐑨𐑙𐑜𐑘𐑼𐑤𐑼	traɪæŋɡjəRləR	RRP	89	𐑑𐑮𐑲𐑨𐑙𐑜𐑘𐑩𐑤𐑼	traɪˈæŋɡjələR	shave_says:𐑑𐑮𐑲𐑨𐑙𐑜𐑘𐑩𐑤𐑼
trillionth	𐑑𐑮𐑦𐑤𐑦𐑩𐑯𐑔	trɪliənθ	RRP	89	𐑑𐑮𐑦𐑤𐑘𐑩𐑯𐑔	ˈtrɪljənθ	shave_says:𐑑𐑮𐑦𐑤𐑘𐑩𐑯𐑔
trinidadian	𐑑𐑮𐑦𐑯𐑦𐑛𐑨𐑛𐑰𐑩𐑯	trɪnɪdædiːən	RRP	89	𐑑𐑮𐑦𐑯𐑦𐑛𐑨𐑛𐑾𐑯	ˌtrɪnɪˈdædɪən	shave_says:𐑑𐑮𐑦𐑯𐑦𐑛𐑨𐑛𐑾𐑯
trinket	𐑑𐑮𐑦𐑙𐑒𐑦𐑑	trɪŋkɪt	RRP	89	𐑑𐑮𐑦𐑙𐑒𐑩𐑑	ˈtrɪŋkIt	shave_says:𐑑𐑮𐑦𐑙𐑒𐑩𐑑
trio	𐑑𐑮𐑦𐑴	triəʊ	RRP	89	𐑑𐑮𐑰𐑴	ˈtriːəʊ	shave_says:𐑑𐑮𐑰𐑴
triumvir	𐑑𐑮𐑲𐑳𐑥𐑝𐑼	traɪʌmvəR	RRP	89	𐑑𐑮𐑲𐑳𐑥𐑝𐑽	traɪˈʌmvɪəR	shave_says:𐑑𐑮𐑲𐑳𐑥𐑝𐑽
trivial	𐑑𐑮𐑦𐑝𐑦𐑩𐑤	trɪviəl	RRP	89	𐑑𐑮𐑦𐑝𐑾𐑤	ˈtrɪvɪəl	shave_says:𐑑𐑮𐑦𐑝𐑾𐑤
triviality	𐑑𐑮𐑦𐑝𐑦𐑨𐑤𐑩𐑑𐑦	trɪviæləti	RRP	89	𐑑𐑮𐑦𐑝𐑦𐑨𐑤𐑦𐑑𐑦	ˌtrɪvɪˈælɪti	shave_says:𐑑𐑮𐑦𐑝𐑦𐑨𐑤𐑦𐑑𐑦
trochee	𐑑𐑮𐑴𐑒𐑦	trəʊki	RRP	89	𐑑𐑮𐑴𐑒𐑰	ˈtrəʊkiː	shave_says:𐑑𐑮𐑴𐑒𐑰
trouble	𐑑𐑮𐑳𐑚𐑤	trʌbl	RRP	89	𐑑𐑮𐑳𐑚𐑩𐑤	ˈtrʌbəl	shave_says:𐑑𐑮𐑳𐑚𐑩𐑤
trowel	𐑑𐑮𐑬𐑼𐑤	traʊəRl	RRP	89	𐑑𐑮𐑬𐑩𐑤	ˈtraʊəl	shave_says:𐑑𐑮𐑬𐑩𐑤
trumpet	𐑑𐑮𐑳𐑥𐑐𐑦𐑑	trʌmpɪt	RRP	89	𐑑𐑮𐑳𐑥𐑐𐑩𐑑	ˈtrʌmpIt	shave_says:𐑑𐑮𐑳𐑥𐑐𐑩𐑑
trumpeter	𐑑𐑮𐑳𐑥𐑐𐑦𐑑𐑼	trʌmpɪtəR	RRP	89	𐑑𐑮𐑳𐑥𐑐𐑩𐑑𐑼	ˈtrʌmpItəR	shave_says:𐑑𐑮𐑳𐑥𐑐𐑩𐑑𐑼
truthful	𐑑𐑮𐑵𐑔𐑓𐑤	truːθfl	RRP	89	𐑑𐑮𐑵𐑔𐑓𐑩𐑤	ˈtruːθfəl	shave_says:𐑑𐑮𐑵𐑔𐑓𐑩𐑤
truthfully	𐑑𐑮𐑵𐑔𐑓𐑤𐑤𐑦	truːθflli	RRP	89	𐑑𐑮𐑵𐑔𐑓𐑩𐑤𐑦	ˈtruːθfəli	shave_says:𐑑𐑮𐑵𐑔𐑓𐑩𐑤𐑦
tsar	𐑕𐑸	sɑːR	RRP	89	𐑑𐑕𐑸	tsɑːR	shave_says:𐑑𐑕𐑸
tsarina	𐑑𐑕𐑨𐑮𐑰𐑯𐑩	tsariːnə	RRP	89	𐑑𐑕𐑸𐑰𐑯𐑩	tsɑːˈriːnə	shave_says:𐑑𐑕𐑸𐑰𐑯𐑩
tsarist	𐑕𐑸𐑦𐑕𐑑	sɑːrɪst	RRP	89	𐑑𐑕𐑸𐑦𐑕𐑑	ˈtsɑːrɪst	shave_says:𐑑𐑕𐑸𐑦𐑕𐑑
tsunami	𐑕𐑵𐑯𐑭𐑥𐑦	suːˈnɑːmi	RRP	89	𐑑𐑕𐑫𐑯𐑭𐑥𐑦	tsuˈnɑːmi	shave_says:𐑑𐑕𐑫𐑯𐑭𐑥𐑦
tuesday	𐑑𐑿𐑟𐑛𐑦	ˈtjuːzdɪ	RRP	89	𐑑𐑵𐑟𐑛𐑱, 𐑑𐑿𐑟𐑛𐑱	ˈtjuːzdeɪ	shave_says:𐑑𐑿𐑟𐑛𐑱
tumbril	𐑑𐑳𐑥𐑚𐑮𐑦𐑤	tʌmbrɪl	RRP	89	𐑑𐑳𐑥𐑚𐑮𐑩𐑤	ˈtʌmbrəl	shave_says:𐑑𐑳𐑥𐑚𐑮𐑩𐑤
tumescent	𐑑𐑫𐑥𐑧𐑕𐑩𐑯𐑑	tuˈmesənt	RRP	89	𐑑𐑵𐑥𐑧𐑕𐑩𐑯𐑑, 𐑑𐑿𐑥𐑧𐑕𐑩𐑯𐑑	tjuːˈmesənt	shave_says:𐑑𐑿𐑥𐑧𐑕𐑩𐑯𐑑
tumid	𐑑𐑿𐑥𐑩𐑛	ˈtjuːmƏd	RRP	89	𐑑𐑵𐑥𐑦𐑛, 𐑑𐑿𐑥𐑦𐑛	ˈtjuːmɪd	shave_says:𐑑𐑿𐑥𐑦𐑛
tumultuous	𐑑𐑘𐑩𐑥𐑳𐑤𐑑𐑘𐑩𐑩𐑕	tjəˈmʌltjəəs	RRP	89	𐑑𐑵𐑥𐑳𐑤𐑗𐑫𐑩𐑕, 𐑑𐑿𐑥𐑳𐑤𐑗𐑫𐑩𐑕	tjuːˈmʌltʃuəs	shave_says:𐑑𐑿𐑥𐑳𐑤𐑗𐑫𐑩𐑕
tunnel	𐑑𐑳𐑯𐑤	ˈtʌnl	RRP	89	𐑑𐑳𐑯𐑩𐑤	ˈtʌnəl	shave_says:𐑑𐑳𐑯𐑩𐑤
turbid	𐑑𐑻𐑚𐑩𐑛	tɜːRbƏd	RRP	89	𐑑𐑻𐑚𐑦𐑛	ˈtɜːRbɪd	shave_says:𐑑𐑻𐑚𐑦𐑛
tureen	𐑑𐑼𐑰𐑯	təriːn	RRP	89	𐑑𐑘𐑫𐑼𐑰𐑯	tjʊəˈriːn	shave_says:𐑑𐑘𐑫𐑼𐑰𐑯
turgid	𐑑𐑻𐑡𐑩𐑛	tɜːRdʒƏd	RRP	89	𐑑𐑻𐑡𐑦𐑛	ˈtɜːRdʒɪd	shave_says:𐑑𐑻𐑡𐑦𐑛
turmeric	𐑑𐑻𐑥𐑮𐑦𐑒	tɜːRmrɪk	RRP	89	𐑑𐑻𐑥𐑼𐑦𐑒	ˈtɜːRmərɪk	shave_says:𐑑𐑻𐑥𐑼𐑦𐑒
turntable	𐑑𐑻𐑯𐑑𐑱𐑚𐑤	tɜːRnteɪbl	RRP	89	𐑑𐑻𐑯𐑑𐑱𐑚𐑩𐑤	ˈtɜːRnteɪbəl	shave_says:𐑑𐑻𐑯𐑑𐑱𐑚𐑩𐑤
turquoise	𐑑𐑻𐑒𐑶𐑟	tɜːRkɔɪz	RRP	89	𐑑𐑻𐑒𐑢𐑶𐑟	ˈtɜːRkwɔɪz	shave_says:𐑑𐑻𐑒𐑢𐑶𐑟
tutti-frutti	𐑑𐑵𐑑𐑦𐑓𐑮𐑵𐑑𐑦	tuːtɪfruːtɪ	RRP	89	𐑑𐑵𐑑𐑦-𐑓𐑮𐑵𐑑𐑦	ˌtuːti-ˈfruːti	shave_says:𐑑𐑵𐑑𐑦-𐑓𐑮𐑵𐑑𐑦
twentieth	𐑑𐑢𐑧𐑯𐑑𐑦𐑩𐑔	ˈtwentiəθ	RRP	89	𐑑𐑢𐑧𐑯𐑑𐑾𐑔	ˈtwentɪəθ	shave_says:𐑑𐑢𐑧𐑯𐑑𐑾𐑔
twenty-five	𐑑𐑢𐑧𐑯𐑑𐑦𐑓𐑲𐑝	ˌtwentiˈfaɪv	RRP	89	𐑑𐑢𐑧𐑯𐑑𐑦-𐑓𐑲𐑝	ˈtwenti-ˌfaɪv	shave_says:𐑑𐑢𐑧𐑯𐑑𐑦-𐑓𐑲𐑝
two-faced	𐑑𐑵𐑓𐑱𐑕𐑑	ˈtuːˈfeɪst	RRP	89	𐑑𐑵-𐑓𐑱𐑕𐑑	tuː-ˈfeɪst	shave_says:𐑑𐑵-𐑓𐑱𐑕𐑑
twopenny-halfpenny	𐑑𐑳𐑐𐑯𐑦 𐑣𐑱𐑐𐑯𐑦	ˌtʌpni ˈheɪpni	RRP	89	𐑑𐑳𐑐𐑩𐑯𐑦-𐑣𐑱𐑐𐑩𐑯𐑦	ˌtʌpəni-ˈheɪpəni	shave_says:𐑑𐑳𐑐𐑩𐑯𐑦-𐑣𐑱𐑐𐑯𐑦
typescript	𐑑𐑳𐑦𐑐𐑕𐑒𐑮𐑦𐑐𐑑	tʌɪpskrɪpt	RRP	89	𐑑𐑲𐑐𐑕𐑒𐑮𐑦𐑐𐑑	ˈtaɪpskrɪpt	shave_says:𐑑𐑲𐑐𐑕𐑒𐑮𐑦𐑐𐑑
tyranny	𐑑𐑦𐑮𐑼𐑯𐑦	tɪrəRni	RRP	89	𐑑𐑦𐑮𐑩𐑯𐑦	ˈtɪrəni	shave_says:𐑑𐑦𐑮𐑩𐑯𐑦
tyrant	𐑑𐑲𐑮𐑼𐑯𐑑	taɪrəRnt	RRP	89	𐑑𐑲𐑮𐑩𐑯𐑑	ˈtaɪrənt	shave_says:𐑑𐑲𐑮𐑩𐑯𐑑
ubiquitous	𐑿𐑚𐑦𐑒𐑢𐑩𐑑𐑩𐑕	juːˈbɪkwətəs	RRP	89	𐑿𐑚𐑦𐑒𐑢𐑦𐑑𐑩𐑕	juːˈbɪkwɪtəs	shave_says:𐑿𐑚𐑦𐑒𐑢𐑦𐑑𐑩𐑕
ubiquity	𐑘𐑫𐑚𐑦𐑒𐑢𐑦𐑑𐑦	juˈbɪkwɪti	RRP	89	𐑿𐑚𐑦𐑒𐑢𐑦𐑑𐑦	juːˈbɪkwɪti	shave_says:𐑿𐑚𐑦𐑒𐑢𐑦𐑑𐑦
ukase	𐑿𐑒𐑱𐑟	juːˈkeɪz	RRP	89	𐑿𐑒𐑱𐑕	juːˈkeɪs	shave_says:𐑿𐑒𐑱𐑕
ululate	𐑿𐑤𐑘𐑫𐑤𐑱𐑑	ˈjuːljuleɪt	RRP	89	𐑿𐑤𐑘𐑩𐑤𐑱𐑑	ˈjuːljəleɪt	shave_says:𐑿𐑤𐑘𐑩𐑤𐑱𐑑
ululation	𐑿𐑤𐑘𐑩𐑤𐑱𐑖𐑯	juːljəˈleɪʃn	RRP	89	𐑿𐑤𐑘𐑩𐑤𐑱𐑖𐑩𐑯	ˌjuːljəˈleɪʃən	shave_says:𐑿𐑤𐑘𐑩𐑤𐑱𐑖𐑩𐑯
unacceptable	𐑳𐑯𐑨𐑒𐑕𐑧𐑐𐑑𐑩𐑚𐑩𐑤	ˌʌnækˈseptəbəl	RRP	89	𐑳𐑯𐑩𐑒𐑕𐑧𐑐𐑑𐑩𐑚𐑩𐑤	ˌʌnəkˈseptəbəl	shave_says:𐑳𐑯𐑩𐑒𐑕𐑧𐑐𐑑𐑩𐑚𐑩𐑤
unadorned	𐑩𐑯𐑳𐑛𐑹𐑯𐑛	ənʌdɔːRnd	RRP	89	𐑳𐑯𐑩𐑛𐑹𐑯𐑛	ˌʌnəˈdɔːRnd	shave_says:𐑳𐑯𐑩𐑛𐑹𐑯𐑛
unanswerable	𐑳𐑯𐑭𐑯𐑕𐑼𐑼𐑚𐑤	ʌnɑːnsərəRbl	RRP	89	𐑳𐑯𐑨𐑯𐑕𐑼𐑩𐑚𐑩𐑤, 𐑳𐑯𐑭𐑯𐑕𐑼𐑩𐑚𐑩𐑤	ˌʌnˈⱭːnsərəbəl	shave_says:𐑳𐑯𐑭𐑯𐑕𐑼𐑩𐑚𐑩𐑤
unaware	𐑳𐑯𐑼𐑢𐑺	ʌnəRweəR	RRP	89	𐑳𐑯𐑩𐑢𐑺	ˌʌnəˈweəR	shave_says:𐑳𐑯𐑩𐑢𐑺
unawares	𐑳𐑯𐑼𐑢𐑺𐑟	ʌnəRweəRz	RRP	89	𐑳𐑯𐑩𐑢𐑺𐑟	ˌʌnəˈweəRz	shave_says:𐑳𐑯𐑩𐑢𐑺𐑟
unbelievable	𐑳𐑯𐑚𐑩𐑤𐑰𐑝𐑩𐑚𐑩𐑤	ˌʌnbəˈliːvəbəl	RRP	89	𐑳𐑯𐑚𐑦𐑤𐑰𐑝𐑩𐑚𐑩𐑤	ˌʌnbɪˈliːvəbəl	shave_says:𐑳𐑯𐑚𐑦𐑤𐑰𐑝𐑩𐑚𐑩𐑤
uncalled-for	𐑳𐑯𐑒𐑨𐑤𐑛𐑓𐑷𐑮	ʌnkaldfɔr	RRP	89	𐑳𐑯𐑒𐑷𐑤𐑛-𐑓	ʌnˈkɔːld-F	shave_says:𐑳𐑯𐑒𐑷𐑤𐑛-𐑓
uncannily	𐑳𐑙𐑒𐑨𐑯𐑦𐑤𐑦	ʌŋˈkænɪli	RRP	89	𐑳𐑯𐑒𐑨𐑯𐑦𐑤𐑦	ʌnˈkænɪli	shave_says:𐑳𐑯𐑒𐑨𐑯𐑦𐑤𐑦
uncial	𐑳𐑯𐑕𐑦𐑩𐑤	ˈʌnsiəl	RRP	89	𐑳𐑯𐑕𐑾𐑤	ˈʌnsiəl	shave_says:𐑳𐑯𐑕𐑾𐑤
uncomfortable	𐑳𐑯𐑒𐑳𐑥𐑓𐑑𐑼𐑚𐑩𐑤	ʌnkʌmftəRbəl	RRP	89	𐑳𐑯𐑒𐑳𐑥𐑓𐑼𐑑𐑩𐑚𐑩𐑤	ʌnˈkʌmfəRtəbəl	shave_says:𐑳𐑯𐑒𐑳𐑥𐑓𐑼𐑑𐑩𐑚𐑩𐑤
unctuous	𐑳𐑯𐑒𐑗𐑫𐑩𐑕	ˈʌnktʃuəs	RRP	89	𐑳𐑙𐑒𐑗𐑫𐑩𐑕	ˈʌŋktʃuəs	shave_says:𐑳𐑙𐑒𐑗𐑫𐑩𐑕
underneath	𐑳𐑯𐑛𐑼𐑯𐑦𐑔	ʌndəRniθ	RRP	89	𐑳𐑯𐑛𐑼𐑯𐑰𐑔	ˌʌndəRˈniːθ	shave_says:𐑳𐑯𐑛𐑼𐑯𐑰𐑔
undervalue	𐑳𐑯𐑛𐑼𐑝𐑨𐑤𐑘𐑫	ʌndəRvælju	RRP	89	𐑳𐑯𐑛𐑼𐑝𐑨𐑤𐑿	ˌʌndəRˈvæljuː	shave_says:𐑳𐑯𐑛𐑼𐑝𐑨𐑤𐑿
undistinguishable	𐑳𐑯𐑛𐑦𐑕𐑑𐑦𐑙𐑜𐑢𐑦𐑖𐑩𐑚𐑤	ˌʌndɪˈstɪŋɡwɪʃəbl	RRP	89	𐑳𐑯𐑛𐑦𐑕𐑑𐑦𐑙𐑜𐑢𐑦𐑖𐑩𐑚𐑩𐑤	ˌʌndɪˈstɪŋɡwɪʃəbəl	shave_says:𐑳𐑯𐑛𐑦𐑕𐑑𐑦𐑙𐑜𐑢𐑦𐑖𐑩𐑚𐑩𐑤
undulant	𐑳𐑯𐑡𐑫𐑤𐑩𐑯𐑑	ˈʌndʒʊlənt	RRP	89	𐑳𐑯𐑡𐑩𐑤𐑩𐑯𐑑	ˈʌndʒələnt	shave_says:𐑳𐑯𐑡𐑩𐑤𐑩𐑯𐑑
undulate	𐑳𐑯𐑛𐑘𐑩𐑤𐑱𐑑	ˈʌndjəleɪt	RRP	89	𐑳𐑯𐑡𐑩𐑤𐑱𐑑	ˈʌndʒəleɪt	shave_says:𐑳𐑯𐑡𐑩𐑤𐑱𐑑
unenthusiastic	𐑳𐑯𐑧𐑯𐑔𐑿𐑟𐑦𐑨𐑕𐑑𐑦𐑒	ʌnenθjuːziˈæstɪk	RRP	89	𐑳𐑯𐑦𐑯𐑔𐑿𐑟𐑦𐑨𐑕𐑑𐑦𐑒	ˌʌnɪnˌθjuːzɪˈæstɪk	shave_says:𐑳𐑯𐑦𐑯𐑔𐑿𐑟𐑦𐑨𐑕𐑑𐑦𐑒
uneven	𐑳𐑯𐑦𐑝𐑩𐑯	ʌnˈivən	RRP	89	𐑳𐑯𐑰𐑝𐑩𐑯	ʌnˈiːvən	shave_says:𐑳𐑯𐑰𐑝𐑩𐑯
unevenly	𐑳𐑯𐑦𐑝𐑩𐑯𐑤𐑦	ʌnˈivənli	RRP	89	𐑳𐑯𐑰𐑝𐑩𐑯𐑤𐑦	ʌnˈiːvənli	shave_says:𐑳𐑯𐑰𐑝𐑩𐑯𐑤𐑦
unfamiliar	𐑳𐑯𐑓𐑩𐑥𐑦𐑤𐑦𐑼	ʌnfəmɪliər	RRP	89	𐑳𐑯𐑓𐑩𐑥𐑦𐑤𐑽	ˌʌnfəˈmɪlɪəR	shave_says:𐑳𐑯𐑓𐑩𐑥𐑦𐑤𐑽
unfortunate	𐑳𐑯𐑓𐑹𐑑𐑘𐑩𐑯𐑩𐑑	ʌnfɔːRtjənət	RRP	89	𐑳𐑯𐑓𐑹𐑗𐑩𐑯𐑩𐑑	ʌnˈfɔːRtʃənət	shave_says:𐑳𐑯𐑓𐑹𐑗𐑩𐑯𐑩𐑑
unfortunately	𐑳𐑯𐑓𐑹𐑑𐑘𐑩𐑯𐑩𐑑𐑤𐑦	ʌnfɔːRtjənətli	RRP	89	𐑳𐑯𐑓𐑹𐑗𐑩𐑯𐑩𐑑𐑤𐑦	ʌnˈfɔːRtʃənətli	shave_says:𐑳𐑯𐑓𐑹𐑗𐑩𐑯𐑩𐑑𐑤𐑦
unilateral	𐑿𐑯𐑦𐑤𐑨𐑑𐑼𐑼𐑤	juːnɪlætərəRl	RRP	89	𐑿𐑯𐑦𐑤𐑨𐑑𐑼𐑩𐑤	ˌjuːnɪˈlætərəl	shave_says:𐑿𐑯𐑦𐑤𐑨𐑑𐑼𐑩𐑤
uninformed	𐑳𐑯𐑦𐑯𐑓𐑷𐑮𐑥𐑛	ʌnɪnfɔrmd	RRP	89	𐑳𐑯𐑦𐑯𐑓𐑹𐑥𐑛	ˌʌnɪnˈfɔːRmd	shave_says:𐑳𐑯𐑦𐑯𐑓𐑹𐑥𐑛
unitary	𐑿𐑯𐑦𐑑𐑮𐑦	juːnɪtri	RRP	89	𐑿𐑯𐑦𐑑𐑼𐑦	ˈjuːnɪtəri	shave_says:𐑿𐑯𐑦𐑑𐑼𐑦
unite	𐑘𐑫𐑯𐑲𐑑	juˈnaɪt	RRP	89	𐑿𐑯𐑲𐑑	juːˈnaɪt	shave_says:𐑿𐑯𐑲𐑑
university	𐑿𐑯𐑦𐑝𐑻𐑕𐑩𐑑𐑦	juːnɪvɜːRsəti	RRP	89	𐑿𐑯𐑦𐑝𐑻𐑕𐑦𐑑𐑦	ˌjuːnɪˈvɜːRsɪti	shave_says:𐑿𐑯𐑦𐑝𐑻𐑕𐑦𐑑𐑦
unleash	𐑳𐑯𐑤𐑦𐑖	ʌnˈliʃ	RRP	89	𐑳𐑯𐑤𐑰𐑖	ʌnˈliːʃ	shave_says:𐑳𐑯𐑤𐑰𐑖
unnatural	𐑳𐑯𐑯𐑨𐑗𐑼𐑼𐑤	ʌnnætʃərəRl	RRP	89	𐑳𐑯𐑯𐑨𐑗𐑼𐑩𐑤	ʌnˈnætʃərəl	shave_says:𐑳𐑯𐑯𐑨𐑗𐑼𐑩𐑤
unnecessary	𐑳𐑯𐑯𐑧𐑕𐑼𐑕𐑮𐑦	ʌnnesəRsrɪ	RRP	89	𐑳𐑯𐑯𐑧𐑕𐑩𐑕𐑼𐑦	ʌnˈnesəsəri	shave_says:𐑳𐑯𐑯𐑧𐑕𐑩𐑕𐑼𐑦
unpleasantness	𐑳𐑯𐑐𐑤𐑧𐑟𐑯𐑑𐑯𐑩𐑕	ʌnˈplezntnəs	RRP	89	𐑳𐑯𐑐𐑤𐑧𐑟𐑩𐑯𐑑𐑯𐑩𐑕	ʌnˈplezəntnəs	shave_says:𐑳𐑯𐑐𐑤𐑧𐑟𐑩𐑯𐑑𐑯𐑩𐑕
unpretentious	𐑳𐑯𐑐𐑮𐑩𐑑𐑧𐑯𐑖𐑩𐑕	ʌnprətenʃəs	RRP	89	𐑳𐑯𐑐𐑮𐑦𐑑𐑧𐑯𐑖𐑩𐑕	ˌʌnprɪˈtenʃəs	shave_says:𐑳𐑯𐑐𐑮𐑦𐑑𐑧𐑯𐑖𐑩𐑕
unreal	𐑳𐑯𐑮𐑦𐑩𐑤	ʌnriəl	RRP	89	𐑳𐑯𐑮𐑾𐑤	ʌnˈrɪəl	shave_says:𐑳𐑯𐑮𐑾𐑤
unreasonable	𐑳𐑯𐑮𐑰𐑟𐑯𐑩𐑚𐑩𐑤	ʌnriːznəbəl	RRP	89	𐑳𐑯𐑮𐑰𐑟𐑩𐑯𐑩𐑚𐑩𐑤	ʌnˈriːzənəbəl	shave_says:𐑳𐑯𐑮𐑰𐑟𐑩𐑯𐑩𐑚𐑩𐑤
unsatisfactory	𐑳𐑯𐑕𐑨𐑑𐑦𐑕𐑓𐑨𐑒𐑑𐑮𐑦	ʌnsætɪsfæktri	RRP	89	𐑳𐑯𐑕𐑨𐑑𐑦𐑕𐑓𐑨𐑒𐑑𐑼𐑦	ˌʌnsætɪsˈfæktəri	shave_says:𐑳𐑯𐑕𐑨𐑑𐑦𐑕𐑓𐑨𐑒𐑑𐑼𐑦
untoward	𐑳𐑯𐑑𐑫𐑢𐑹𐑛	ʌntʊwɔːRd	RRP	89	𐑳𐑯𐑑𐑩𐑢𐑹𐑛	ˌʌntəˈwɔːRd	shave_says:𐑳𐑯𐑑𐑩𐑢𐑹𐑛
unutterable	𐑳𐑯𐑳𐑑𐑮𐑼𐑚𐑩𐑤	ʌnʌtrəRbəl	RRP	89	𐑳𐑯𐑳𐑑𐑼𐑩𐑚𐑩𐑤	ʌnˈʌtərəbəl	shave_says:𐑳𐑯𐑳𐑑𐑼𐑩𐑚𐑩𐑤
unwieldy	𐑳𐑯𐑢𐑾𐑤𐑛𐑦	ˌʌnˈwɪəldi	RRP	89	𐑳𐑯𐑢𐑰𐑤𐑛𐑦	ʌnˈwiːldi	shave_says:𐑳𐑯𐑢𐑰𐑤𐑛𐑦
